id,gender,age,marathonTime,marNum2016,marNum2015,marNum2014,marNum2013,marNum2012,otherNum2012,otherNum2013,otherNum2014,otherNum2015,otherNum2016,continue2014
4804,Male,35,243.9,0,0,0,1,0,0,0,0,0,0,4
4805,Male,30,303.26666666666665,0,0,2,0,0,0,0,0,0,0,2
4806,Male,40,268.9,0,0,0,1,0,0,0,0,0,0,4
4807,Male,50,254.6,0,1,0,0,0,0,0,0,0,0,3
4808,Female,40,324.3833333333333,0,0,1,0,0,2,0,0,0,0,2
4809,Female,30,0,0,0,0,0,0,0,0,0,1,1,4
4810,Female,55,329.75,0,0,1,0,0,0,0,2,2,0,2
4811,Male,45,236.2,0,0,0,1,0,0,0,0,0,0,4
4812,Male,25,259.18333333333334,0,1,0,0,0,0,0,0,0,0,3
4813,Male,30,0,0,1,0,0,0,0,0,0,0,0,3
4814,Female,30,278.65,0,0,0,1,0,0,0,0,0,0,4
4815,Female,25,300.93333333333334,0,0,1,0,0,0,1,0,0,0,2
4816,Female,35,331.4,0,1,0,0,0,0,0,0,0,0,3
4817,Male,50,290.2,0,0,0,1,0,0,0,0,0,0,4
4818,Male,30,0,0,0,0,0,0,0,0,0,1,0,4
4819,Male,35,176.83333333333334,0,1,0,0,0,0,0,0,0,2,3
4820,Male,50,0,0,0,0,0,0,0,0,0,1,0,4
4821,Male,30,264.6333333333333,0,0,1,0,0,0,0,0,0,0,2
4822,Male,45,0,0,0,0,0,0,0,0,0,1,0,4
4823,Female,30,290.5833333333333,0,0,0,1,0,0,0,0,0,0,4
4824,Female,40,0,0,0,0,0,0,0,0,0,1,0,4
4825,Male,30,222.38333333333333,0,0,0,0,1,0,1,1,0,0,4
4826,Male,30,248.43333333333334,0,0,1,0,0,0,1,0,0,0,2
4827,Female,50,314.1333333333333,0,0,1,0,0,0,0,0,0,0,2
4828,Male,30,280.65,0,0,0,0,1,0,0,2,2,0,4
4829,Female,25,0,0,0,0,0,0,0,0,0,1,0,4
4830,Male,12,0,0,0,0,0,0,0,1,0,0,0,4
4831,Male,25,202.91666666666666,0,0,0,1,0,0,0,0,0,0,4
4832,Female,25,310.0,0,0,1,0,0,0,0,0,0,0,2
4833,Male,25,410.8333333333333,0,0,1,0,0,0,0,0,0,0,2
4834,Male,30,216.88333333333333,0,0,1,1,0,0,0,0,0,0,2
4835,Male,25,0,0,0,0,0,0,0,0,0,1,0,4
4836,Male,50,304.1166666666667,0,0,1,0,0,0,0,0,0,0,2
4837,Male,30,194.96666666666667,0,0,0,1,1,0,1,1,0,0,4
4838,Female,16,0,0,0,0,1,0,0,2,1,1,1,4
4839,Male,,231.16666666666666,0,0,1,0,0,0,1,0,0,0,2
4840,Female,50,0,0,0,0,0,0,0,0,1,0,0,4
4841,Male,45,181.53333333333333,0,0,0,1,1,0,1,0,0,0,4
4842,Male,30,0,0,0,0,0,0,0,0,0,2,0,4
4843,Male,30,248.31666666666666,0,0,0,1,0,0,0,0,0,0,4
4844,Male,40,208.11458333333334,1,1,1,1,1,1,0,0,1,0,1
4845,Female,50,0,0,0,0,0,0,0,0,0,1,0,4
4846,Male,50,252.96666666666667,0,0,0,0,1,0,0,0,0,0,4
4847,Male,40,241.86666666666667,0,0,1,0,0,1,0,0,0,0,2
4848,Male,40,228.63333333333333,0,1,0,0,0,0,0,0,0,0,3
4849,Female,25,239.68333333333334,0,0,0,0,1,0,0,0,0,0,4
4850,Male,40,0,0,0,0,0,0,0,0,0,2,0,4
4851,Male,35,227.65,0,1,0,0,0,0,0,0,0,2,3
4852,Female,25,236.88333333333333,0,1,0,0,0,0,0,0,0,0,3
4853,Female,45,369.48333333333335,0,0,1,0,0,0,0,0,0,0,2
4854,Male,30,270.3666666666667,0,0,0,1,0,1,1,0,0,0,4
4855,Male,25,231.61666666666667,0,0,0,1,0,0,0,0,0,0,4
4856,Male,60,0,0,0,0,0,0,0,0,0,1,0,4
4857,Male,50,247.33333333333334,0,0,0,0,1,0,0,0,0,0,4
4858,Male,30,186.73333333333332,0,0,0,1,0,4,3,2,0,0,4
4859,Female,45,253.11666666666667,0,0,1,0,0,0,0,0,0,0,2
4860,Male,25,231.25,0,0,0,1,0,2,0,0,0,0,4
4861,Male,55,252.96666666666667,0,0,0,0,1,1,2,0,0,0,4
4862,Male,25,0,0,0,0,0,0,0,0,0,1,0,4
4863,Female,25,277.6666666666667,0,0,0,1,0,0,0,0,0,0,4
4864,Male,25,0,0,0,0,0,0,0,0,0,1,0,4
4865,Male,30,202.79166666666669,0,0,1,1,0,0,0,0,0,0,2
4866,Male,45,204.43333333333334,0,1,0,0,0,0,0,0,0,0,3
4867,Female,40,251.51666666666668,0,0,1,0,0,0,0,7,3,0,2
4868,Female,20,359.93333333333334,0,0,0,1,0,1,2,0,0,0,4
4869,Female,20,293.45,0,0,1,0,0,0,1,1,0,0,2
4870,Male,40,230.50833333333333,0,0,0,1,1,4,2,7,7,3,4
4871,Female,25,233.91666666666666,0,0,0,0,1,0,0,0,0,0,4
4872,Male,30,236.96666666666667,0,1,0,0,0,0,0,0,1,0,3
4873,Male,40,296.3,0,1,0,0,0,0,0,0,0,0,3
4874,Female,25,402.98333333333335,0,0,1,0,0,0,0,0,0,0,2
4875,Female,18,250.4,0,0,1,0,0,0,0,0,0,0,2
4876,Male,25,223.7,0,0,0,1,0,0,0,0,0,0,4
4877,Male,45,295.03333333333336,0,0,1,0,0,0,0,0,0,0,2
4878,Male,25,247.45,0,1,0,0,0,0,0,0,0,0,3
4879,Female,18,271.45,0,0,1,0,0,0,0,0,0,0,2
4880,Female,40,307.68333333333334,0,0,1,0,0,2,1,1,2,0,2
4881,Female,35,281.75,0,0,1,0,0,0,0,0,2,0,2
4882,Male,30,223.14999999999998,0,0,0,1,1,0,0,1,0,0,4
4883,Female,25,382.0833333333333,0,1,0,0,0,0,0,0,0,0,3
4884,Male,18,228.16666666666666,0,1,0,0,0,0,0,0,0,0,3
4885,Male,35,213.5,0,0,0,1,0,1,0,0,1,0,4
4886,Male,35,307.56666666666666,0,1,0,0,0,0,0,0,0,0,3
4887,Male,30,230.48333333333332,0,1,0,0,0,0,0,0,0,0,3
4888,Male,45,341.46666666666664,0,1,0,0,0,0,0,0,0,0,3
4889,Male,30,233.03333333333333,0,1,0,0,0,0,0,0,0,0,3
4890,Male,12,0,0,0,0,0,0,1,1,0,1,0,4
4891,Male,55,256.56666666666666,0,0,0,0,1,0,0,0,0,0,4
4892,Female,20,310.3833333333333,0,0,0,1,0,1,3,1,0,0,4
4893,Male,20,234.93333333333334,0,0,1,0,0,0,0,1,0,0,2
4894,Male,35,204.3,0,1,0,0,0,0,0,0,0,0,3
4895,Female,40,408.6666666666667,0,1,0,0,0,0,0,0,0,0,3
4896,Female,50,282.48333333333335,0,1,0,0,0,0,0,0,0,0,3
4897,Male,30,253.15,0,0,1,0,0,0,0,0,0,0,2
4898,Male,45,0,0,0,0,0,0,0,1,0,2,0,4
4899,Male,40,227.11666666666667,0,1,0,0,0,4,1,0,0,0,3
4900,Female,20,321.51666666666665,0,1,0,0,0,0,0,0,2,0,3
4901,Female,50,297.43333333333334,0,1,0,0,0,0,0,0,1,0,3
4902,Male,50,0,0,0,0,0,0,0,0,0,1,0,4
4903,Female,45,262.95,0,1,0,0,0,0,0,0,0,0,3
4904,Male,25,237.01666666666668,0,0,0,0,1,0,0,0,0,0,4
4905,Female,25,307.18333333333334,0,1,0,0,0,0,0,0,0,0,3
4906,Male,30,0,0,0,0,0,0,0,0,0,1,0,4
4907,Male,40,298.06666666666666,0,0,1,0,0,1,2,1,0,0,2
4908,Male,35,256.5833333333333,0,0,0,1,0,0,0,0,0,0,4
4909,Female,25,288.43333333333334,0,0,1,0,0,0,0,0,0,0,2
4910,Male,30,0,0,1,0,0,0,0,0,0,0,0,3
4911,Male,30,253.95,0,0,0,1,0,1,0,0,0,0,4
4912,Male,25,206.93333333333334,0,0,0,0,1,0,0,0,0,0,4
4913,Male,45,227.38333333333333,0,0,1,0,0,1,1,0,0,0,2
4914,Male,35,215.16666666666666,0,0,0,1,0,2,0,0,0,0,4
4915,Male,50,266.5833333333333,0,1,0,0,0,0,0,0,0,0,3
4916,Male,25,297.5,0,0,1,0,0,1,2,2,2,1,2
4917,Male,45,235.66666666666666,0,0,0,1,0,0,1,0,1,0,4
4918,Female,35,0,0,0,0,0,0,0,0,0,1,0,4
4919,Male,25,241.2,0,0,0,0,1,2,2,3,2,0,4
4920,Female,30,265.46666666666664,0,0,1,0,0,0,2,0,1,0,2
4921,Male,55,0,0,0,0,0,0,0,0,0,1,0,4
4922,Male,18,238.78333333333333,0,1,0,0,1,0,0,0,0,0,3
4923,Male,25,263.76666666666665,0,0,0,0,1,0,2,1,0,0,4
4924,Male,20,213.21666666666667,0,1,0,0,0,0,0,0,1,2,3
4925,Female,30,258.3,0,0,1,0,0,1,0,1,0,0,2
4926,Male,25,249.89166666666665,0,1,1,0,0,0,1,0,1,1,1
4927,Male,30,304.78333333333336,0,0,0,1,0,0,0,0,0,0,4
4928,Male,50,235.73333333333332,0,0,0,0,1,2,1,0,0,0,4
4929,Male,45,272.35,0,0,0,0,1,0,1,0,1,0,4
4930,Male,40,311.15,0,1,0,0,0,0,0,0,0,0,3
4931,Male,18,220.975,0,1,0,1,0,0,0,0,0,0,3
4932,Male,25,287.95,0,1,0,0,0,0,0,0,0,0,3
4933,Female,40,340.56666666666666,0,1,0,0,0,0,0,0,0,0,3
4934,Male,18,243.16666666666666,0,0,0,0,1,0,0,0,0,0,4
4935,Female,30,253.98333333333332,0,0,0,0,1,1,1,0,0,0,4
4936,Male,18,298.85,0,1,0,0,0,0,0,0,0,0,3
4937,Male,40,223.625,0,0,0,0,1,2,2,3,3,1,4
4938,Male,55,275.81666666666666,0,1,0,0,0,0,0,0,0,0,3
4939,Male,50,240.15,0,0,0,1,0,1,0,1,0,1,4
4940,Male,30,340.28333333333336,0,0,1,0,0,0,0,0,0,0,2
4941,Male,25,259.9166666666667,0,0,0,1,0,1,0,0,0,0,4
4942,Male,30,233.15,0,1,0,0,0,0,0,0,0,0,3
4943,Female,45,391.71666666666664,0,1,0,0,0,0,0,0,0,0,3
4944,Male,18,350.6666666666667,0,0,1,0,0,0,0,0,0,0,2
4945,Male,40,0,0,0,1,0,0,0,0,0,0,0,2
4946,Male,50,239.38333333333333,0,0,0,1,0,4,2,2,1,0,4
4947,Male,30,0,0,0,0,0,0,0,0,0,1,0,4
4948,Female,35,334.9,0,1,0,0,0,1,0,0,0,0,3
4949,Female,35,260.25,0,1,2,0,0,0,0,0,0,0,1
4950,Female,35,0,0,0,0,0,0,0,0,0,1,0,4
4951,Male,25,268.5,0,0,0,0,1,0,0,1,0,0,4
4952,Female,40,344.75,0,0,1,0,0,0,0,0,0,0,2
4953,Male,40,0,0,1,0,0,0,0,0,0,0,0,3
4954,Male,40,215.05,0,1,0,0,0,0,0,0,0,0,3
4955,Female,35,279.1333333333333,0,0,0,1,0,1,2,2,0,0,4
4956,Male,30,0,0,0,0,0,0,0,0,2,4,2,4
4957,Female,30,319.23333333333335,0,0,0,1,1,0,0,0,0,0,4
4958,Female,40,327.8666666666667,0,0,1,0,0,1,2,0,0,0,2
4959,Male,40,257.93333333333334,0,0,0,1,0,0,0,0,0,0,4
4960,Female,30,209.5,0,1,0,0,0,0,0,0,0,0,3
4961,Male,45,0,0,0,1,0,0,0,0,0,1,0,2
4962,Male,45,0,0,0,0,0,0,0,0,0,1,0,4
4963,Male,20,201.11666666666667,0,0,0,1,0,0,1,2,2,3,4
4964,Female,50,249.35,0,0,0,0,1,0,0,0,0,0,4
4965,Male,20,184.18333333333334,0,1,1,0,0,0,1,0,0,0,1
4966,Male,35,300.5,0,1,1,0,0,0,1,2,0,0,1
4967,Female,45,372.0,0,0,1,0,0,0,0,0,0,0,2
4968,Male,30,249.06666666666666,0,0,0,0,1,1,2,0,1,0,4
4969,Male,45,239.56666666666666,0,0,1,0,0,0,0,0,0,0,2
4970,Male,25,232.18333333333334,0,0,0,0,1,0,0,0,0,0,4
4971,Male,20,234.3,0,1,0,0,0,0,0,0,0,0,3
4972,Male,25,216.69166666666666,0,0,1,0,0,2,3,2,2,1,2
4973,Male,,243.26666666666668,0,1,0,0,0,0,0,0,3,1,3
4974,Female,50,316.1166666666667,0,0,0,1,0,0,0,0,0,0,4
4975,Male,35,251.85,0,1,0,0,0,0,0,0,0,0,3
4976,Male,45,246.03333333333333,0,1,0,0,0,0,0,0,1,1,3
4977,Male,15,295.01666666666665,0,0,1,0,0,0,0,0,0,0,2
4978,Female,40,224.77916666666667,0,1,2,0,1,3,5,5,3,5,1
4979,Male,55,280.1666666666667,0,0,0,1,0,0,0,0,0,0,4
4980,Male,40,238.33333333333334,0,0,0,1,0,0,0,0,0,0,4
4981,Female,30,303.5833333333333,0,1,0,0,0,0,0,0,0,0,3
4982,Male,50,233.88333333333333,0,0,1,1,0,1,1,1,0,1,2
4983,Female,18,298.8666666666667,0,0,0,1,0,0,0,0,0,0,4
4984,Male,40,358.3833333333333,0,1,0,0,0,0,0,0,1,0,3
4985,Male,25,219.26666666666668,0,0,0,0,1,2,0,0,0,0,4
4986,Male,50,0,0,0,0,0,0,0,0,0,1,0,4
4987,Male,50,261.8333333333333,0,0,0,0,1,0,1,0,0,0,4
4988,Male,40,406.35,0,0,1,0,0,0,0,1,0,0,2
4989,Male,60,237.66666666666666,0,1,0,0,0,0,0,0,0,0,3
4990,Male,25,184.01666666666668,0,1,0,0,0,0,0,0,0,0,3
4991,Male,20,261.5,0,1,0,0,0,0,0,0,0,0,3
4992,Male,30,288.56666666666666,0,0,0,1,0,0,0,0,0,0,4
4993,Male,20,0,0,0,1,0,0,4,0,0,1,0,2
4994,Female,50,0,0,0,0,0,0,0,0,0,3,0,4
4995,Female,18,329.28333333333336,0,0,1,0,0,0,1,0,1,0,2
4996,Male,40,251.41666666666666,0,1,0,0,0,0,0,0,0,0,3
4997,Female,40,264.43333333333334,0,0,0,0,2,0,2,2,3,1,4
4998,Male,55,382.1666666666667,0,1,0,0,0,0,0,0,0,0,3
4999,Male,40,207.16666666666666,0,0,1,0,0,0,0,0,0,0,2
5000,Male,35,255.26666666666668,0,1,0,0,0,0,0,0,0,0,3
5001,Female,25,233.75,0,0,0,1,0,0,0,1,0,0,4
5002,Female,25,313.525,0,0,0,1,0,0,1,1,1,2,4
5003,Male,45,324.4166666666667,0,0,1,0,1,0,1,0,0,0,2
5004,Male,60,328.43333333333334,0,1,0,0,0,0,0,0,0,0,3
5005,Male,40,255.41666666666666,0,0,0,1,0,1,2,2,0,0,4
5006,Male,25,0,0,0,0,0,0,0,0,3,1,0,4
5007,Male,35,180.88333333333333,0,0,0,1,0,0,0,0,0,0,4
5008,Male,40,0,0,0,0,0,0,0,0,0,1,0,4
5009,Male,45,0,0,0,0,0,0,0,0,0,1,0,4
5010,Female,45,0,0,0,0,0,0,0,1,0,1,1,4
5011,Female,20,333.75,0,1,0,0,0,0,0,0,1,0,3
5012,Male,55,263.48333333333335,0,0,1,0,0,0,1,0,0,0,2
5013,Female,35,384.51666666666665,0,0,1,0,0,0,0,0,1,0,2
5014,Female,18,275.26666666666665,0,0,0,1,0,1,0,1,0,0,4
5015,Male,30,218.06666666666666,0,0,0,0,1,1,2,1,1,0,4
5016,Female,18,273.48333333333335,0,0,0,0,1,0,0,1,0,0,4
5017,Female,40,302.25,0,0,0,1,0,0,1,0,0,0,4
5018,Male,45,301.56666666666666,0,0,1,0,0,0,0,0,0,0,2
5019,Female,45,203.61666666666667,0,0,0,1,0,0,0,0,0,0,4
5020,Male,35,256.05,0,0,0,0,1,0,1,1,0,0,4
5021,Male,30,311.81666666666666,0,0,0,1,0,1,0,0,0,0,4
5022,Male,40,200.2,0,0,0,1,0,0,0,0,0,0,4
5023,Male,40,236.73333333333332,0,1,0,0,0,0,1,1,0,0,3
5024,Female,40,256.45,0,0,0,1,0,1,0,0,0,0,4
5025,Female,35,302.0833333333333,0,0,0,1,0,1,0,1,0,0,4
5026,Male,25,291.6166666666667,0,1,0,0,0,0,0,0,0,0,3
5027,Female,30,299.4,0,1,0,0,0,0,0,0,0,0,3
5028,Female,30,229.05,0,0,1,0,0,0,1,4,0,0,2
5029,Female,30,271.6666666666667,0,0,0,0,1,0,0,0,0,0,4
5030,Male,13,0,0,0,0,0,0,0,0,1,0,0,4
5031,Female,25,301.75,0,0,0,1,0,0,0,0,2,0,4
5032,Female,30,273.43333333333334,0,0,0,0,1,0,1,1,0,0,4
5033,Male,45,253.98333333333332,0,1,0,0,0,0,0,1,0,0,3
5034,Female,20,313.2583333333333,0,0,0,1,1,3,2,1,1,0,4
5035,Female,35,283.98333333333335,0,0,0,1,0,0,0,0,0,0,4
5036,Male,18,334.51666666666665,0,1,0,0,0,0,0,0,0,0,3
5037,Female,40,256.15,0,0,0,0,1,0,0,0,0,0,4
5038,Male,40,267.21666666666664,0,0,1,0,0,0,0,0,0,0,2
5039,Male,40,253.43333333333334,0,0,1,0,0,0,2,1,0,0,2
5040,Male,55,272.93333333333334,0,1,0,0,0,0,0,0,0,0,3
5041,Male,25,0,0,0,0,0,0,2,2,1,1,0,4
5042,Male,40,422.26666666666665,0,1,0,0,0,0,0,0,0,0,3
5043,Male,50,0,0,0,0,0,0,0,0,0,1,0,4
5044,Male,20,0,0,0,0,0,0,0,1,2,3,0,4
5045,Male,15,239.63333333333333,0,1,0,0,0,0,0,0,0,0,3
5046,Male,50,316.6333333333333,0,0,0,1,0,3,1,1,0,0,4
5047,Male,55,229.13333333333333,0,0,0,0,1,0,1,0,0,0,4
5048,Male,30,286.71666666666664,0,1,0,0,0,1,1,0,0,0,3
5049,Male,35,276.03333333333336,0,0,1,0,0,0,0,0,0,0,2
5050,Male,40,289.05,0,1,0,0,0,0,0,0,0,0,3
5051,Male,70,226.3125,0,0,1,0,1,0,2,2,2,0,2
5052,Male,45,269.3333333333333,0,0,0,1,0,1,0,0,0,0,4
5053,Male,35,245.05,0,1,0,0,0,0,0,0,0,0,3
5054,Male,20,263.81666666666666,0,0,0,0,1,2,5,4,0,0,4
5055,Male,35,271.4,0,1,0,0,0,0,0,0,0,1,3
5056,Female,50,0,0,0,0,0,0,0,1,2,2,1,4
5057,Male,30,228.5,0,0,0,0,1,0,0,0,0,0,4
5058,Male,30,296.6666666666667,0,1,0,0,0,0,0,0,0,0,3
5059,Female,25,302.3333333333333,0,0,0,1,0,1,0,0,0,0,4
5060,Male,40,0,0,0,0,0,0,0,0,0,1,0,4
5061,Male,40,344.1666666666667,0,0,1,0,0,0,0,0,0,0,2
5062,Male,45,231.5,0,0,1,0,0,0,0,0,0,0,2
5063,Male,35,246.6,0,1,0,0,0,0,0,0,0,0,3
5064,Female,35,212.61666666666667,0,1,0,0,0,1,2,0,0,0,3
5065,Male,30,247.65,0,0,0,0,1,0,0,0,0,0,4
5066,Male,40,205.03333333333333,0,1,0,0,0,0,0,0,0,0,3
5067,Female,25,360.95,0,1,0,0,0,0,0,0,0,0,3
5068,Male,30,374.46666666666664,0,1,0,0,0,0,0,0,0,0,3
5069,Male,40,233.36666666666667,0,0,0,0,1,0,0,0,0,0,4
5070,Female,35,267.4,0,0,0,1,0,0,0,0,0,0,4
5071,Male,35,0,0,1,0,0,0,0,0,0,0,0,3
5072,Male,50,257.26666666666665,0,0,0,0,1,2,2,0,1,0,4
5073,Female,45,256.5333333333333,0,0,1,1,0,0,0,0,1,0,2
5074,Male,30,214.71666666666667,0,0,0,0,1,0,0,0,0,0,4
5075,Male,50,393.93333333333334,0,1,0,0,0,0,0,0,0,0,3
5076,Male,35,196.15,0,0,0,0,1,0,0,0,0,0,4
5077,Male,18,258.78333333333336,0,1,0,0,0,0,0,0,0,0,3
5078,Female,18,291.1166666666667,0,1,0,0,0,0,0,0,0,0,3
5079,Male,25,219.16666666666666,0,0,0,0,1,0,1,1,0,0,4
5080,Male,20,413.7,0,1,0,0,0,0,0,0,1,0,3
5081,Female,35,0,0,0,0,0,0,0,0,0,1,0,4
5082,Male,13,0,0,0,0,0,0,1,0,1,0,0,4
5083,Male,30,319.78333333333336,0,0,1,0,0,0,1,1,2,1,2
5084,Male,35,170.57916666666665,0,0,2,1,1,1,2,1,0,0,2
5085,Female,40,240.55833333333334,1,1,0,0,0,0,0,0,0,0,3
5086,Male,35,274.25,0,1,0,0,0,0,0,0,0,0,3
5087,Female,40,317.93333333333334,0,1,0,0,0,0,0,0,1,0,3
5088,Male,40,230.11666666666667,0,0,0,1,1,1,2,1,0,1,4
5089,Male,18,0,0,0,0,0,0,0,0,0,1,0,4
5090,Male,18,244.46666666666667,0,0,0,0,1,1,0,0,0,0,4
5091,Male,30,193.5,0,0,0,0,1,0,0,0,0,0,4
5092,Male,40,380.8333333333333,0,0,1,0,0,0,1,1,0,0,2
5093,Male,30,221.08333333333331,0,0,0,1,1,0,0,0,0,0,4
5094,Female,30,0,0,0,0,0,0,0,0,0,1,0,4
5095,Male,30,259.43333333333334,0,1,0,0,0,0,0,0,0,0,3
5096,Male,30,276.56666666666666,0,0,1,0,0,0,4,0,0,0,2
5097,Male,60,211.0,0,0,0,0,1,0,0,0,0,0,4
5098,Male,18,241.13333333333333,0,0,1,0,0,0,0,0,0,0,2
5099,Female,45,317.68333333333334,0,0,0,1,0,0,0,0,0,0,4
5100,Male,18,332.3,0,0,0,1,0,0,0,1,0,0,4
5101,Male,18,310.3666666666667,0,0,0,1,0,0,0,0,0,0,4
5102,Male,25,218.05,0,0,1,0,1,0,1,0,0,0,2
5103,Male,35,337.975,0,1,0,0,1,0,0,0,0,0,3
5104,Male,35,232.01666666666668,0,0,0,0,1,0,0,0,0,0,4
5105,Female,30,213.41666666666666,0,1,0,0,0,0,0,0,0,0,3
5106,Female,30,278.96666666666664,0,1,0,0,0,0,0,0,0,0,3
5107,Male,45,241.21666666666667,0,1,0,0,0,0,0,0,0,0,3
5108,Male,30,298.23333333333335,0,1,0,0,0,0,0,0,0,0,3
5109,Male,20,357.9,0,0,1,0,0,0,1,0,0,0,2
5110,Female,45,208.83333333333334,0,0,0,0,1,0,0,0,0,0,4
5111,Male,35,231.2,0,0,0,1,0,1,0,2,0,0,4
5112,Male,30,324.8666666666667,0,0,0,1,0,1,8,8,0,0,4
5113,Female,25,408.05,0,0,1,0,0,0,0,0,0,0,2
5114,Female,45,316.25,0,1,0,0,0,0,0,0,0,0,3
5115,Male,35,385.03333333333336,0,0,1,0,0,0,1,2,1,0,2
5116,Male,70,359.65,0,1,0,0,0,0,0,0,0,0,3
5117,Male,30,191.5,0,1,0,0,0,0,0,0,0,1,3
5118,Male,40,238.73333333333335,0,1,1,1,0,11,12,4,0,0,1
5119,Female,55,240.25833333333333,0,0,0,1,0,2,3,3,2,1,4
5120,Female,25,239.86666666666667,0,1,0,0,0,0,0,0,0,0,3
5121,Male,40,266.26666666666665,0,0,1,0,0,0,0,0,2,0,2
5122,Male,40,232.35833333333335,1,0,0,1,0,0,0,2,3,1,4
5123,Female,35,0,0,0,0,0,0,0,0,0,1,0,4
5124,Male,,335.68333333333334,0,1,0,0,0,0,1,0,0,0,3
5125,Male,30,199.60833333333335,0,0,1,0,1,1,1,0,1,0,2
5126,Male,50,0,0,0,0,0,0,0,0,0,2,0,4
5127,Male,30,310.3,0,0,1,0,0,0,1,0,1,4,2
5128,Female,40,299.9916666666667,0,0,0,1,1,0,1,0,0,0,4
5129,Female,18,0,0,0,0,1,0,0,0,0,0,0,4
5130,Male,35,209.46666666666667,0,1,0,0,0,0,0,0,0,0,3
5131,Female,35,263.68333333333334,0,1,0,1,0,0,0,0,0,0,3
5132,Male,40,221.36666666666667,0,1,0,0,1,3,1,1,0,0,3
5133,Female,40,303.4166666666667,0,1,0,0,0,0,0,0,0,0,3
5134,Male,30,324.4166666666667,0,1,0,0,0,0,0,0,0,0,3
5135,Male,50,279.7,0,1,0,0,0,1,0,0,0,0,3
5136,Male,20,205.08333333333334,0,0,0,1,0,1,0,0,0,0,4
5137,Male,60,0,0,0,0,1,0,0,0,0,0,0,4
5138,Female,50,324.95,0,1,0,0,0,0,0,0,0,0,3
5139,Male,55,238.31666666666666,0,0,0,1,0,2,1,1,1,2,4
5140,Male,50,0,0,0,0,0,0,0,0,0,1,0,4
5141,Male,40,195.05,0,1,0,0,0,0,0,0,2,1,3
5142,Female,40,234.81666666666666,0,0,0,0,1,3,3,4,2,1,4
5143,Male,30,0,0,1,0,0,0,0,0,0,1,0,3
5144,Male,25,305.5833333333333,0,1,0,0,0,0,0,1,0,0,3
5145,Male,40,205.125,0,0,1,1,0,1,2,1,0,0,2
5146,Male,18,251.90833333333333,0,1,1,0,0,0,0,0,0,0,1
5147,Male,40,285.68333333333334,0,1,0,0,0,0,0,0,0,0,3
5148,Male,55,218.91666666666666,0,0,0,1,0,0,0,0,0,0,4
5149,Male,55,324.5,0,0,1,0,0,0,0,1,0,0,2
5150,Male,30,236.3,0,1,0,0,0,0,0,0,0,0,3
5151,Female,35,240.4,0,0,0,1,0,0,1,1,0,0,4
5152,Male,65,281.5,0,0,1,0,0,0,2,1,0,0,2
5153,Female,35,325.8,0,1,0,0,0,0,0,0,0,0,3
5154,Male,25,219.65,0,0,0,0,1,0,0,0,0,0,4
5155,Female,25,247.61666666666667,0,0,0,1,0,0,0,0,0,0,4
5156,Male,40,175.16666666666666,0,1,0,0,0,0,0,0,0,0,3
5157,Male,35,209.3,0,1,0,0,0,0,0,0,0,0,3
5158,Male,20,0,0,0,1,0,0,1,0,2,0,0,2
5159,Male,55,0,0,0,0,0,0,0,0,0,1,0,4
5160,Male,30,253.58333333333334,0,0,0,0,1,0,2,3,5,3,4
5161,Male,40,231.83333333333334,0,0,0,0,1,4,1,0,0,1,4
5162,Female,25,197.5,0,0,0,0,1,0,2,1,0,0,4
5163,Female,45,0,0,0,0,0,0,0,0,0,1,0,4
5164,Male,40,259.1666666666667,0,0,0,1,0,0,0,0,0,0,4
5165,Male,45,0,0,0,0,0,0,0,0,0,1,0,4
5166,Male,40,286.3935221354167,0,1,1,0,0,2,2,3,3,1,1
5167,Male,12,0,0,0,0,0,0,0,0,0,1,0,4
5168,Male,35,320.4166666666667,0,1,0,0,0,0,0,0,0,0,3
5169,Female,45,0,0,0,0,0,0,0,0,0,1,0,4
5170,Male,30,276.53333333333336,0,0,1,0,0,0,0,0,0,0,2
5171,Female,40,413.8333333333333,0,1,0,0,0,0,0,0,0,0,3
5172,Male,,243.15,0,1,0,0,0,0,0,0,0,0,3
5173,Male,30,223.275,0,0,0,1,1,0,1,0,0,1,4
5174,Female,25,252.25,0,0,0,1,0,2,1,1,0,0,4
5175,Female,25,337.71666666666664,0,1,0,0,0,0,0,0,0,0,3
5176,Male,50,272.30833333333334,0,0,0,1,0,5,5,4,1,0,4
5177,Male,40,300.78333333333336,0,1,0,0,0,0,0,0,0,0,3
5178,Male,40,210.83333333333334,0,1,0,0,0,0,0,0,0,0,3
5179,Female,25,258.8,0,1,0,0,0,0,0,0,0,0,3
5180,Male,40,242.3,0,0,1,0,0,0,0,0,0,0,2
5181,Male,30,236.5,0,0,0,0,1,1,0,1,1,0,4
5182,Male,25,0,0,1,0,0,0,0,0,0,0,0,3
5183,Male,50,238.38333333333333,0,0,0,0,1,0,1,0,1,0,4
5184,Male,40,261.66666666666663,0,0,1,1,0,1,0,0,0,0,2
5185,Male,30,292.05,0,1,0,0,0,0,0,0,0,0,3
5186,Male,30,286.3666666666667,0,0,0,0,1,0,0,0,0,0,4
5187,Female,45,263.1166666666667,0,1,1,0,0,0,0,0,0,0,1
5188,Female,35,325.15,0,0,1,0,0,0,0,0,0,0,2
5189,Male,25,202.18333333333334,0,0,0,0,1,0,1,1,0,0,4
5190,Male,35,0,0,0,0,0,0,0,0,0,1,0,4
